# Manually curated annotations TSV file
# The TSV should not have a header and should have exactly three columns:
# id to match existing metadata, field name, and field value
# If there are multiple annotations for the same id and field, then the last value is used
# Lines starting with '#' are treated as comments
# Any '#' after the field value are treated as comments.
FJ905429	note	PCR_primers=fwd_name: MON244, rev_name: MON245
FJ905430	note	PCR_primers=fwd_name: MON244, rev_name: MON245
FJ905431	note	PCR_primers=fwd_name: MON244, rev_name: MON245
FJ905432	note	PCR_primers=fwd_name: MON244, rev_name: MON245
FJ905433	note	PCR_primers=fwd_name: MON244, rev_name: MON245
FJ905434	note	PCR_primers=fwd_name: MON244, rev_name: MON245
FJ940720	note	Orf1a
FJ959032	note	type: 3
FJ959033	note	type: 3
FJ959034	note	type: 3
FJ959035	note	type: 3
FJ959036	note	type: 3
FJ959037	note	type: 3
FJ959038	note	type: 3
FJ959039	note	type: 3
FJ959040	note	type: 3
FJ973620	note	ORF2
FR727146	note	ORF2
FR727147	note	ORF2
FR727148	note	ORF2
FR727149	note	ORF2
GQ174439	note	similar to capsid protein precursor
GQ174440	note	similar to capsid protein precursor
GQ174441	note	similar to capsid protein precursor
GQ174442	note	similar to capsid protein precursor
GQ174443	note	similar to capsid protein precursor
GQ174444	note	similar to capsid protein precursor
GQ174445	note	similar to capsid protein precursor
GQ174446	note	similar to capsid protein precursor
GQ174447	note	similar to capsid protein precursor
GQ174448	note	similar to capsid protein precursor
GQ174449	note	similar to capsid protein precursor
GQ174450	note	similar to capsid protein precursor
GQ174451	note	similar to capsid protein precursor
GQ174452	note	similar to capsid protein precursor
GQ174453	note	similar to capsid protein precursor
GQ174454	note	similar to capsid protein precursor
GQ174455	note	similar to capsid protein precursor
GQ174456	note	similar to capsid protein precursor
GQ174457	note	similar to capsid protein precursor
GQ174458	note	similar to capsid protein precursor
GQ174459	note	similar to capsid protein precursor
GQ174460	note	similar to capsid protein precursor
GQ174461	note	similar to capsid protein precursor
GQ174462	note	similar to capsid protein precursor
GQ174463	note	similar to capsid protein precursor
GQ174464	note	similar to capsid protein precursor
GQ174465	note	similar to capsid protein precursor
GQ174466	note	similar to capsid protein precursor
GQ174467	note	similar to capsid protein precursor
GQ174468	note	similar to capsid protein precursor
GQ174469	note	similar to capsid protein precursor
GQ174470	note	similar to capsid protein precursor
GQ174471	note	similar to capsid protein precursor
GQ174472	note	similar to capsid protein precursor
GQ267696	note	ORF2
GQ301005	note	ORF-1b
GQ301006	note	ORF-1b
GQ301007	note	ORF-1b
GQ301008	note	ORF-1b
GQ301009	note	ORF-1b
GQ301010	note	ORF-1b
GQ301011	note	ORF-1b
GQ301012	note	ORF-1b
GQ301013	note	ORF-1b
GQ301014	note	ORF-1b
GQ301015	note	ORF-1b
GQ301016	note	ORF-1b
GQ301017	note	ORF-1b
GQ301018	note	ORF-1b
GQ301019	note	ORF-1b
GQ301020	note	ORF-1b
GQ301021	note	ORF-1b
GQ301022	note	ORF-1b
GQ301023	note	ORF-1b
GQ301024	note	ORF-1b
GQ301025	note	ORF-1b
GQ301026	note	ORF-1b
GQ301027	note	ORF-1b
GQ301028	note	ORF-1b
GQ301029	note	ORF-1b
GQ301030	note	ORF-1b
GQ301031	note	ORF-1b
GQ301032	note	ORF-1b
GQ301033	note	ORF-1b
GQ301034	note	ORF-1b
GQ301035	note	ORF-1b
GQ323783	note	genotype: 1
GQ323784	note	genotype: 1
GQ323785	note	genotype: 1
GQ323786	note	genotype: 1
GQ323787	note	genotype: 1
GQ323788	note	genotype: 1
GQ323789	note	genotype: 1
GQ323790	note	genotype: 1
GQ323791	note	genotype: 1
GQ323792	note	genotype: 1
GQ323793	note	genotype: 1
GQ323794	note	genotype: 1
GQ323795	note	genotype: 1
GQ323796	note	genotype: 1
GQ323797	note	genotype: 1
GQ323798	note	genotype: 1
GQ323799	note	genotype: 1
GQ323800	note	genotype: 1
GQ323801	note	genotype: 1
GQ323802	note	genotype: 1
GQ323803	note	genotype: 1
GQ323804	note	genotype: 1
GQ323805	note	genotype: 1
GQ323806	note	genotype: 1
GQ323807	note	genotype: 1
GQ323808	note	genotype: 1
GQ323809	note	genotype: 1
GQ323810	note	genotype: 1
GQ323811	note	genotype: 1
GQ323812	note	genotype: 1
GQ323813	note	genotype: 1
GQ323814	note	genotype: 1
GQ323815	note	genotype: 1
GQ323816	note	genotype: 1
GQ323817	note	genotype: 1
GQ323818	note	genotype: 1
GQ323819	note	genotype: 1
GQ323820	note	genotype: 1
GQ323821	note	genotype: 1
GQ323822	note	genotype: 1
GQ323823	note	genotype: 1
GQ323824	note	genotype: 1
GQ323825	note	genotype: 1
GQ323826	note	genotype: 1
GQ323827	note	genotype: 1
GQ323828	note	genotype: 1
GQ323829	note	genotype: 1
GQ323830	note	genotype: 1
GQ323831	note	genotype: 1
GQ323832	note	genotype: 1
GQ323833	note	genotype: 1
GQ351325	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GQ351326	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GQ351327	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GQ351328	note	genotype: AstV-1d
GQ351329	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GQ351330	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GQ351331	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GQ351332	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GQ351333	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GQ351334	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GQ351335	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GQ351336	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GQ351337	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GQ351338	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GQ351339	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GQ351340	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GQ351341	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GQ351342	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GQ351343	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GQ405855	note	ORF2
GQ405856	note	ORF2
GQ405857	note	ORF2
GQ415660	note	ORF2
GQ415661	note	ORF2
GQ415662	note	ORF2
GQ477383	note	structural protein; ORF2
GQ477384	note	structural protein; ORF2
GQ477385	note	structural protein; ORF2
GQ477386	note	structural protein; ORF2
GQ477387	note	structural protein; ORF2
GQ477388	note	structural protein; ORF2
GQ477389	note	structural protein; ORF2
GQ477390	note	structural protein; ORF2
GQ477391	note	structural protein; ORF2
GQ477392	note	structural protein; ORF2
GQ477393	note	structural protein; ORF2
GQ477394	note	structural protein; ORF2
GQ477395	note	structural protein; ORF2
OM468778	note	genotype: VA2
OM468779	note	genotype: VA2
OM468780	note	genotype: VA2
OM468781	note	genotype: VA2
OM468782	note	genotype: VA2
OM468783	note	genotype: VA2
OM468784	note	genotype: VA2
OM468785	note	genotype: VA2
OM468786	note	genotype: VA2
OM468787	note	genotype: VA2
OM468788	note	genotype: VA2
OM468789	note	genotype: VA2
OM468790	note	genotype: VA2
OM468791	note	genotype: VA2
OM468792	note	genotype: VA2
OM468793	note	genotype: VA2
OM468794	note	genotype: VA2
OM468795	note	genotype: VA2
OM468796	note	genotype: VA2
OM468797	note	genotype: VA2
OM468798	note	genotype: VA2
OM468799	note	genotype: VA2
OM468800	note	genotype: VA2
OM468801	note	genotype: VA2
OM468802	note	genotype: VA2
OM468803	note	genotype: VA2
OM468804	note	genotype: VA2
OM468805	note	genotype: VA2
OM468806	note	genotype: VA2
OM468807	note	genotype: VA2
OM468808	note	genotype: VA2
OM468809	note	genotype: VA2
OM468810	note	genotype: VA2
OM468811	note	genotype: VA2
OM468812	note	genotype: VA2
OM468813	note	genotype: VA2
OM468814	note	genotype: VA3
OM468815	note	genotype: VA3
OM468816	note	genotype: VA3
OM468817	note	genotype: VA3
OM468818	note	genotype: VA3
OM468819	note	genotype: VA3
OM468820	note	genotype: VA3
OM468821	note	genotype: VA3
OM468822	note	genotype: VA3
OM468823	note	genotype: VA3
OM468824	note	genotype: VA3
OM468825	note	genotype: VA3
OM468826	note	genotype: VA3
OM468827	note	genotype: VA3
OM468828	note	genotype: VA3
OM468829	note	genotype: VA3
OM468830	note	genotype: VA3
OM468831	note	genotype: VA3
OM468832	note	genotype: VA3
OM468833	note	genotype: VA3
OM468834	note	genotype: VA3
OM468835	note	genotype: VA3
OM468836	note	genotype: VA3
OM468837	note	genotype: VA3
OM468838	note	genotype: VA3
OM468839	note	genotype: VA3
OM468840	note	genotype: VA3
OM468841	note	genotype: VA3
OM468842	note	genotype: VA3
OM468843	note	genotype: VA3
OM468844	note	genotype: VA3
OM468845	note	genotype: VA3
OM468846	note	genotype: VA3
OM468847	note	genotype: VA3
OM468848	note	genotype: VA3
OM468849	note	genotype: VA3
OM468850	note	genotype: VA3
OM468851	note	genotype: VA3
OM468852	note	genotype: VA4
OM468853	note	genotype: VA4
OM468854	note	genotype: VA4
OM468855	note	genotype: VA4
OM468856	note	genotype: VA4
OM468857	note	genotype: VA4
OM468858	note	genotype: VA4
OM468859	note	genotype: VA4
OM468860	note	genotype: VA5
OM468861	note	genotype: VA5
OM468862	note	genotype: VA5
OM468863	note	genotype: VA5
OM468864	note	genotype: VA5
OM468865	note	genotype: VA5
OM468866	note	genotype: VA5
OM468867	note	genotype: VA5
OM468868	note	genotype: VA5
OM468869	note	genotype: VA5
OM468870	note	genotype: VA5
OM468871	note	genotype: VA5
OM468872	note	genotype: VA5
OM468873	note	genotype: VA5
OM468874	note	genotype: VA6
OM468875	note	genotype: VA6
OM468876	note	genotype: VA6
OM468877	note	genotype: VA6
GQ477396	note	structural protein; ORF2
GQ477397	note	structural protein; ORF2
GQ477398	note	structural protein; ORF2
GQ477399	note	structural protein; ORF2
GQ477400	note	structural protein; ORF2
GQ477401	note	structural protein; ORF2
GQ477402	note	structural protein; ORF2
GQ477403	note	structural protein; ORF2
GQ477404	note	structural protein; ORF2
GQ477405	note	structural protein; ORF2
GQ477406	note	structural protein; ORF2
GQ477407	note	structural protein; ORF2
GQ477408	note	structural protein; ORF2
GQ477409	note	structural protein; ORF2
GQ477410	note	structural protein; ORF2
GQ477411	note	structural protein; ORF2
GQ477412	note	structural protein; ORF2
GQ477413	note	structural protein; ORF2
GQ495608	note	ORF2
GQ502188	note	RNAP
GQ502189	note	RNAP
GQ502190	note	RNAP
GQ502191	note	RNAP
GQ502192	note	ribosomal frameshift 'slippery sequence'
GQ502193	note	RNAP; translated by ribosomal frameshift
GQ502194	note	RNAP
GQ502195	note	RNAP
GQ502196	note	RNAP
GQ891990	note	stem loop-2-like sequence
GQ901902	note	ORF2
GQ925317	note	ORF2
GQ925318	note	ORF2
GQ925319	note	ORF2
GQ925320	note	ORF2
GQ925321	note	ORF2
GQ925322	note	ORF2
GQ925323	note	ORF2
GQ925324	note	ORF2
GQ925325	note	ORF2
GQ925326	note	ORF2
GQ925327	note	ORF2
GQ925328	note	ORF2
GQ925329	note	ORF2
GQ925330	note	ORF2
GQ925331	note	ORF2
GQ925332	note	ORF2
GQ925333	note	ORF2
GQ925334	note	ORF2
GQ925335	note	ORF2
GQ925336	note	ORF2
GQ925337	note	ORF2
GQ925338	note	ORF2
GQ925339	note	ORF2
GQ925340	note	ORF2
GQ925341	note	ORF2
GQ925342	note	ORF2
GQ925343	note	ORF2
GQ925344	note	ORF2
GQ925345	note	ORF2
GQ925346	note	ORF2
GQ925347	note	ORF2
GQ925348	note	ORF2
GQ925349	note	ORF2
GQ925350	note	ORF2
GQ925351	note	ORF2
GQ925352	note	ORF2
GQ925353	note	ORF2
GQ925354	note	ORF2
GQ925355	note	ORF2
GQ925356	note	ORF2
GQ925357	note	ORF2
GQ925358	note	ORF2
GQ925359	note	ORF2
GQ925360	note	ORF2
GQ925361	note	ORF2
GQ925362	note	ORF2
GQ925363	note	ORF2
GU014472	note	ORF1b
GU212644	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GU212645	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GU212646	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GU212647	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GU212648	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GU212649	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GU212650	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GU212651	note	PCR_primers=fwd_name: Mon244, rev_name: Mon245
GU212869	note	RdRp; nonstructural protein
GU216584	note	ORF2
GU216585	note	ORF2
GU216586	note	genotype: 4b
GU216587	note	ORF2
GU216588	note	ORF2
GU216589	note	ORF2
GU216590	note	ORF2
GU216591	note	ORF2
GU216592	note	ORF2
GU216593	note	ORF2
GU216594	note	ORF2
GU216595	note	ORF2
GU216596	note	ORF2
GU216597	note	ORF2
GU222330	note	stop codon
GU222331	note	stop codon
